shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_osm_node_id,shape_model_node_id
30014,44.9515815,-93.0966663,17,187858785,41998
30014,44.95217529999999,-93.095435,18,187887699,56120
30014,44.952961299999984,-93.09619,19,187890251,57383
30014,44.954531,-93.09788879999999,20,187888955,56845
30014,44.9552617,-93.09638340000001,21,695328254,27313
30014,44.9553393,-93.0962458,22,187848424,36532
30014,44.9557648,-93.096676,23,1906215085,147441
30014,44.9561346,-93.0965473,24,1906215094,147445
30014,44.95777300000001,-93.0927517,25,1200569516,160271
30014,44.95783719999999,-93.0917518,26,1200569578,160283
30014,44.9576611,-93.0918535,27,187848806,36677
30014,44.95514429999999,-93.0924007,28,961115885,19220
30014,44.95196920000001,-93.0975073,29,956548685,77118
30014,44.95126040000001,-93.0989793,30,956548221,76969
30014,44.9508859,-93.1044842,31,954746986,4219
30014,44.951378399999996,-93.10903470000001,32,954735058,3505
30014,44.95138000000001,-93.109863,33,516754224,118259
30014,44.9522107,-93.109773,34,516754176,118248
30014,44.9529759,-93.1094396,35,1542926073,159270
30014,44.953993200000006,-93.1092059,36,516754093,118218
30014,44.9548989,-93.10919420000002,37,516754077,118209
30014,44.9548683,-93.10604479999999,38,695054749,134506
30014,44.95194820000001,-93.106073,39,695054738,134498
30014,44.95162600000001,-93.1058946,40,872108856,67157
30014,44.95138490000001,-93.1054542,41,695054729,134496
30014,44.9513398,-93.1052319,42,695054725,134494
30014,44.9514317,-93.1051602,43,695049802,133197
30014,44.9515037,-93.1053536,44,695054726,134495
30014,44.95158519999998,-93.1055293,45,695054731,134497
30014,44.95487259999999,-93.10589920000001,46,187917230,68705
30014,44.955862200000006,-93.105962,47,695054748,134504
30014,44.9567094,-93.10595529999999,48,187883193,54315
30014,44.956841400000016,-93.1059563,49,187883253,54352
30014,44.95761509999999,-93.1059494,50,187945139,78303
30014,44.9579209,-93.10595390000002,51,187945166,78323
30014,44.958623700000004,-93.1059498,52,1551122322,93131
30014,44.9590001,-93.10595390000002,53,187953343,82056
30014,44.95925389999999,-93.1065848,54,1551122443,93192
30014,44.9603153,-93.1084375,55,187890615,57530
30014,44.960784499999995,-93.10930920000001,56,516754279,118293
30014,44.961504999999995,-93.110598,57,187869887,47969
30014,44.9622867,-93.11199040000001,58,187934213,74090
30014,44.9630621,-93.113389,59,187946074,78880
30014,44.96376899999999,-93.114677,60,187859813,42546
30014,44.9645615,-93.11613990000001,61,187956874,83609
30014,44.965675299999994,-93.1161405,62,187903509,63520
30014,44.966576,-93.116128,63,187927973,72216
30014,44.967474,-93.116127,64,187938003,75196
30014,44.968387,-93.116126,65,187953677,82196
30014,44.96929,-93.116124,66,187887482,55982
30014,44.970196,-93.116127,67,187956876,83611
30014,44.97019600000001,-93.11880820000002,68,187871015,48532
30014,44.970168,-93.12125520000001,69,187927190,71975
30014,44.970185,-93.1238231,70,187925233,71430
30014,44.9701718,-93.1262151,71,187910891,66415
30014,44.97017050000001,-93.1263855,72,944811053,7078
30014,44.97019759999999,-93.13143120000001,73,187948558,80043
30014,44.97020189999999,-93.13241640000001,74,187902054,62953
30014,44.97020179999999,-93.1334258,75,187910783,66380
30014,44.97020149999999,-93.1344452,76,187939054,75520
30014,44.9702081,-93.13546579999999,77,187868713,47239
30014,44.97021109999999,-93.1364915,78,187877752,51833
30014,44.970209999999994,-93.1375634,79,187957079,83737
30014,44.9702159,-93.13853540000001,80,187931363,73176
30014,44.97021579999999,-93.139504,81,187913095,67198
30014,44.9702186,-93.1404666,82,187927111,71946
30014,44.97022069999999,-93.1415375,83,187911330,66544
30014,44.970227,-93.1427946,84,187917148,68675
30014,44.97022919999999,-93.1440603,85,187955999,83136
30014,44.97022990000001,-93.1455189,86,187928526,72333
30014,44.970235200000005,-93.14612150000002,87,689781498,123050
30014,44.9703345,-93.146517,88,689781494,123049
740006,44.96123939999999,-93.0673321,79,187915899,68320
740006,44.961209000000004,-93.0687,80,187925767,71543
740006,44.96078650000001,-93.0682462,81,187915895,68318
740006,44.96021699999999,-93.069378,82,187915894,68317
740006,44.95975489999999,-93.07035390000001,83,187901977,62927
740006,44.95862560000001,-93.0691379,84,187942339,77073
740006,44.9577402,-93.070991,85,187942338,77072
740006,44.95885929999999,-93.0722091,86,187915891,68314
740006,44.958087299999995,-93.0738,87,187928431,72304
740006,44.95708800000001,-93.07587170000001,88,524838315,4799
740006,44.95704090000001,-93.07597109999999,89,524838349,4802
740006,44.95681419999999,-93.07643929999999,90,524837567,4757
740006,44.9561435,-93.0778176,91,592425994,168317
740006,44.9558979,-93.0783485,92,187943744,77606
740006,44.954718299999996,-93.08072320000001,93,187915934,68328
740006,44.9538843,-93.0824253,94,187915930,68326
740006,44.953446,-93.0833421,95,507944534,149204
740006,44.9531246,-93.08421779999999,96,187891937,58303
740006,44.95289369999999,-93.08524659999999,97,187915918,68323
740006,44.9517012,-93.0870566,98,187869044,47455
740006,44.9514804,-93.0874119,99,187867607,46668
740006,44.9506171,-93.0866025,100,187867604,46666
740006,44.9500656,-93.0877584,101,187942357,77077
740006,44.94951569999999,-93.0889131,102,187916875,68609
740006,44.9488806,-93.0902397,103,187854529,39425
740006,44.94822839999999,-93.091634,104,187899923,62146
740006,44.9476402,-93.0928707,105,187858777,41991
740006,44.9470709,-93.0940445,106,187923585,70841
740006,44.9464948,-93.0952494,107,187865924,45691
740006,44.94604229999999,-93.0961915,108,1554214921,69793
740006,44.946026700000004,-93.0964943,109,187865910,45683
740006,44.94606199999999,-93.096851,110,187865914,45685
740006,44.9460884,-93.0971839,111,498645316,7688
740006,44.9461092,-93.0974011,112,187865915,45687
740006,44.94632840000001,-93.0996457,113,519336968,100784
740006,44.9463936,-93.10035740000001,114,519336966,100782
740006,44.9464276,-93.1006816,115,187865920,45688
740006,44.94598839999999,-93.101485,116,772371525,19076
740006,44.945904,-93.1016213,117,519336956,100779
740006,44.94569679999999,-93.1019195,118,772371521,19074
740006,44.94507000000001,-93.1025454,119,519336952,100775
740006,44.9447216,-93.10281359999999,120,517223216,91723
740006,44.944608,-93.10290909999999,121,517223372,91789
740006,44.94398459999999,-93.1033689,122,497168691,32880
740006,44.9442225,-93.1030544,123,2458502303,25277
740006,44.944398299999996,-93.1025879,124,2458502312,25284
740006,44.94323109999999,-93.10159540000001,125,187856107,40451
740006,44.94243680000001,-93.10262990000001,126,187880952,53515
740006,44.943409,-93.104089,127,187880954,53517
740006,44.942527899999995,-93.1052094,128,187912474,66953
740006,44.9416567,-93.1063054,129,187917971,68929
740006,44.941302399999984,-93.1067862,130,187879146,52618
740006,44.94067799999999,-93.1077085,131,187917975,68930
740006,44.940142200000004,-93.108494,132,187887542,56006
740006,44.939546899999996,-93.1093688,133,187890778,57601
740006,44.9389787,-93.11018829999999,134,187885356,55079
740006,44.93838279999999,-93.1110683,135,187917977,68931
740006,44.93784809999999,-93.1118698,136,187890167,57348
740006,44.93740220000001,-93.11252420000001,137,187879008,52542
740006,44.93629920000002,-93.1141324,138,187917979,68932
740006,44.9355234,-93.11528050000001,139,187888761,56721
740006,44.9350427,-93.1159834,140,187910571,66302
740006,44.9341287,-93.11733079999999,141,187918029,68940
740006,44.93094620000001,-93.1220001,142,187918042,68942
740006,44.930612100000005,-93.12248829999999,143,187917539,68810
740006,44.9301155,-93.1232087,144,187887093,55802
740006,44.92928849999999,-93.1244305,145,187894315,59484
740006,44.929111400000004,-93.1246858,146,187867369,46557
740006,44.9284069,-93.12572210000002,147,187901634,62803
740006,44.9277331,-93.12671929999999,148,187876725,51342
740006,44.92685939999999,-93.1279893,149,187918044,68944
740006,44.92686049999999,-93.12821459999999,150,187856424,40697
740006,44.9268724,-93.13067190000001,151,187880200,53117
740006,44.9268842,-93.13311740000002,152,187874498,50379
740006,44.92689010000001,-93.1343366,153,187890623,57537
740006,44.9268959,-93.13552890000001,154,187896511,60598
740006,44.92690019999999,-93.1364167,155,187921763,70246
740006,44.9269127,-93.1389986,156,187921765,70247
740006,44.9269251,-93.1415653,157,187888244,56449
740006,44.926933399999996,-93.14328370000001,158,689781408,122983
740006,44.92697569999999,-93.14391359999999,159,689781412,122987
4170001,44.9206745,-93.10183690000001,58,187890840,57637
4170001,44.92166189999998,-93.1018537,59,187880577,53282
4170001,44.92264989999999,-93.1018641,60,187890838,57636
4170001,44.92364289999999,-93.1018757,61,187890836,57635
4170001,44.9246239,-93.1018954,62,187861259,43262
4170001,44.9256155,-93.1019077,63,187890834,57633
4170001,44.92660179999999,-93.10189720000001,64,187890832,57632
4170001,44.92759199999999,-93.10190109999999,65,187870980,48506
4170001,44.92856950000001,-93.1019183,66,187890830,57630
4170001,44.9295606,-93.1019168,67,187885970,55364
4170001,44.9298931,-93.10192159999998,68,1270061326,72990
4170001,44.9307764,-93.1020077,69,187890824,57626
4170001,44.93284150000001,-93.1040583,70,1270061323,72989
4170001,44.93554919999999,-93.1074845,71,2047017646,58542
4170001,44.9368686,-93.10897469999999,72,2047017673,58553
4170001,44.9374235,-93.1093138,73,940961825,138460
4170001,44.93782159999999,-93.1093652,74,187890163,57346
4170001,44.93897499999999,-93.1093757,75,187885355,55078
4170001,44.939546899999996,-93.1093688,76,187890778,57601
4170001,44.940142200000004,-93.108494,77,187887542,56006
4170001,44.94067799999999,-93.1077085,78,187917975,68930
4170001,44.941302399999984,-93.1067862,79,187879146,52618
4170001,44.9416567,-93.1063054,80,187917971,68929
4170001,44.942527899999995,-93.1052094,81,187912474,66953
4170001,44.943409,-93.104089,82,187880954,53517
4170001,44.94398459999999,-93.1033689,83,497168691,32880
4170001,44.9442225,-93.1030544,84,2458502303,25277
4170001,44.94453699999999,-93.10277099999999,85,2091715037,118119
4170001,44.9446584,-93.102674,86,2091715038,118120
4170001,44.94553479999999,-93.10181899999999,87,519336962,100781
4170001,44.94565579999999,-93.10115090000001,88,772371510,19072
4170001,44.9451338,-93.0975656,89,187863167,44250
4170001,44.9451469,-93.09666690000002,90,187863166,44252
4170001,44.9451795,-93.09564499999999,91,187863165,44249
4170001,44.9456837,-93.09447370000001,92,187863178,44259
4170001,44.9462704,-93.0932595,93,187923583,70839
4170001,44.94685020000001,-93.0920708,94,187858776,41990
4170001,44.9474358,-93.09086440000002,95,187899922,62145
4170001,44.9480786,-93.089477,96,187854528,39430
4170001,44.9487217,-93.08811570000002,97,187916873,68608
4170001,44.9492636,-93.08698620000001,98,187940544,76167
4170001,44.9498132,-93.0858334,99,187867603,46665
4170001,44.95014940000001,-93.08509620000001,100,2053025178,150855
4170001,44.9494268,-93.0844074,101,187890517,57484
4170001,44.9490788,-93.08512320000001,102,187867601,46663
4170001,44.94899510000001,-93.08504270000002,103,1392859207,126316
4170001,44.94826139999999,-93.0843372,104,187866381,45984
4170001,44.94774149999999,-93.08549609999999,105,187866380,45983
2940002,44.951964000000004,-93.0623944,133,187850788,37582
2940002,44.9525029,-93.068852,134,187850770,37574
2940002,44.95356369999999,-93.0708973,135,524837616,4761
2940002,44.9542997,-93.0717929,136,524837650,4763
2940002,44.954221399999994,-93.07195340000001,137,524837661,4764
2940002,44.9502001,-93.0802621,138,3497288805,98429
2940002,44.9486069,-93.08362890000001,139,187866382,45985
2940002,44.949242600000005,-93.08424740000001,140,187890516,57483
2940002,44.9493482,-93.0843403,141,1392859216,126324
2940002,44.9494268,-93.0844074,142,187890517,57484
2940002,44.95014940000001,-93.08509620000001,143,2053025178,150855
2940002,44.9506366,-93.0855533,144,962133964,11188
2940002,44.95083069999999,-93.0861645,145,1888749444,84899
2940002,44.9506171,-93.0866025,146,187867604,46666
2940002,44.9500656,-93.0877584,147,187942357,77077
2940002,44.94951569999999,-93.0889131,148,187916875,68609
2940002,44.9488806,-93.0902397,149,187854529,39425
2940002,44.94822839999999,-93.091634,150,187899923,62146
2940002,44.9476402,-93.0928707,151,187858777,41991
2940002,44.9470709,-93.0940445,152,187923585,70841
2940002,44.9464948,-93.0952494,153,187865924,45691
2940002,44.94604229999999,-93.0961915,154,1554214921,69793
2940002,44.946026700000004,-93.0964943,155,187865910,45683
2940002,44.94606199999999,-93.096851,156,187865914,45685
2940002,44.9460884,-93.0971839,157,498645316,7688
2940002,44.9461092,-93.0974011,158,187865915,45687
2940002,44.94632840000001,-93.0996457,159,519336968,100784
2940002,44.9463936,-93.10035740000001,160,519336966,100782
2940002,44.9464276,-93.1006816,161,187865920,45688
2940002,44.9465966,-93.1023332,162,187850835,37609
2940002,44.94646070000001,-93.1024561,163,772371528,19077
2940002,44.94569849999999,-93.10346159999999,164,2095737153,38696
2940004,44.94569849999999,-93.10346159999999,1,2095737153,38696
2940004,44.94646070000001,-93.1024561,2,772371528,19077
2940004,44.94613270000001,-93.10197410000002,3,772371529,19078
2940004,44.945904,-93.1016213,4,519336956,100779
2940004,44.94579470000002,-93.1014616,5,772371518,19073
2940004,44.94565579999999,-93.10115090000001,6,772371510,19072
2940004,44.9451338,-93.0975656,7,187863167,44250
2940004,44.9451469,-93.09666690000002,8,187863166,44252
2940004,44.9451795,-93.09564499999999,9,187863165,44249
2940004,44.9456837,-93.09447370000001,10,187863178,44259
2940004,44.9462704,-93.0932595,11,187923583,70839
2940004,44.94685020000001,-93.0920708,12,187858776,41990
2940004,44.9474358,-93.09086440000002,13,187899922,62145
2940004,44.9480786,-93.089477,14,187854528,39430
2940004,44.9487217,-93.08811570000002,15,187916873,68608
2940004,44.9492636,-93.08698620000001,16,187940544,76167
2940004,44.9498132,-93.0858334,17,187867603,46665
2940004,44.95014940000001,-93.08509620000001,18,2053025178,150855
2940004,44.9506366,-93.0855533,19,962133964,11188
2940004,44.9509022,-93.085722,20,962133341,11094
2940004,44.95249669999999,-93.08365129999999,21,962133316,11090
2940004,44.9534432,-93.08063229999999,22,1068314151,121374
2940004,44.95352539999998,-93.08043,23,1068314145,121370
2940004,44.954426899999994,-93.0774874,24,187871774,48963
2940004,44.95176069999999,-93.0626608,25,187847654,36237
210002,44.946625299999994,-93.1465678,150,689781426,123002
210002,44.946612,-93.1441,151,187939786,75788
210002,44.946606,-93.141542,152,187937706,75122
210002,44.946599000000006,-93.139005,153,187939785,75787
210002,44.9466006,-93.1364476,154,187877708,51814
210002,44.94659109999999,-93.1348132,155,187933526,73817
210002,44.946597600000004,-93.13319279999999,156,187936894,74898
210002,44.94658870000001,-93.1313628,157,187939784,75786
210002,44.94658900000001,-93.1288279,158,187898278,61464
210002,44.9465805,-93.1262878,159,187863051,44190
210002,44.94657769999999,-93.1237475,160,187925274,71456
210002,44.9465766,-93.12128790000001,161,187927163,71964
210002,44.9465822,-93.1186734,162,187939782,75783
210002,44.94656639999999,-93.116107,163,187866514,46083
210002,44.946560700000006,-93.114766,164,187939803,75802
210002,44.946564,-93.11340600000001,165,187928466,72311
210002,44.94656289999999,-93.1119521,166,187916219,68417
210002,44.946541499999995,-93.1095917,167,187912915,67125
210002,44.9465305,-93.10811590000002,168,187863239,44298
210002,44.946806,-93.1080046,169,695049772,133177
210002,44.9475524,-93.10787170000002,170,695049780,133181
210002,44.947715899999984,-93.1078525,171,187863244,44301
210002,44.94818039999999,-93.1077495,172,187863248,44303
210002,44.94897739999998,-93.10719499999999,173,695049794,133189
210002,44.9484669,-93.1062045,174,557023425,71217
210002,44.9481225,-93.1055436,175,557023231,71146
210002,44.9476849,-93.1048425,176,4201206531,16730
210002,44.9476125,-93.10477370000001,177,557023734,71353
210002,44.947064399999995,-93.1044655,178,517223307,91768
210002,44.94610379999999,-93.104163,179,517223461,91814
210002,44.94535670000001,-93.10390460000002,180,187890511,57481
210002,44.9454642,-93.1037683,181,517223164,91685
210002,44.94569849999999,-93.10346159999999,182,2095737153,38696
210002,44.94646070000001,-93.1024561,183,772371528,19077
210002,44.94613270000001,-93.10197410000002,184,772371529,19078
210002,44.945904,-93.1016213,185,519336956,100779
210002,44.94579470000002,-93.1014616,186,772371518,19073
210002,44.94565579999999,-93.10115090000001,187,772371510,19072
210002,44.9451338,-93.0975656,188,187863167,44250
210002,44.9451469,-93.09666690000002,189,187863166,44252
210002,44.9451795,-93.09564499999999,190,187863165,44249
210002,44.9456837,-93.09447370000001,191,187863178,44259
210002,44.9462704,-93.0932595,192,187923583,70839
210002,44.94685020000001,-93.0920708,193,187858776,41990
210002,44.9474358,-93.09086440000002,194,187899922,62145
210002,44.9480786,-93.089477,195,187854528,39430
210002,44.9487217,-93.08811570000002,196,187916873,68608
210002,44.9492636,-93.08698620000001,197,187940544,76167
210002,44.9498132,-93.0858334,198,187867603,46665
210002,44.95014940000001,-93.08509620000001,199,2053025178,150855
210002,44.9494268,-93.0844074,200,187890517,57484
210002,44.9490788,-93.08512320000001,201,187867601,46663
210002,44.94899510000001,-93.08504270000002,202,1392859207,126316
210002,44.94826139999999,-93.0843372,203,187866381,45984
210002,44.94774149999999,-93.08549609999999,204,187866380,45983
210005,44.94774149999999,-93.08549609999999,1,187866380,45983
210005,44.948427,-93.08616440000002,2,1392859197,126312
210005,44.94899510000001,-93.08504270000002,3,1392859207,126316
210005,44.9490788,-93.08512320000001,4,187867601,46663
210005,44.9498132,-93.0858334,5,187867603,46665
210005,44.95014940000001,-93.08509620000001,6,2053025178,150855
210005,44.9506366,-93.0855533,7,962133964,11188
210005,44.95083069999999,-93.0861645,8,1888749444,84899
210005,44.9506171,-93.0866025,9,187867604,46666
210005,44.9500656,-93.0877584,10,187942357,77077
210005,44.94951569999999,-93.0889131,11,187916875,68609
210005,44.9488806,-93.0902397,12,187854529,39425
210005,44.94822839999999,-93.091634,13,187899923,62146
210005,44.9476402,-93.0928707,14,187858777,41991
210005,44.9470709,-93.0940445,15,187923585,70841
210005,44.9464948,-93.0952494,16,187865924,45691
210005,44.94604229999999,-93.0961915,17,1554214921,69793
210005,44.946026700000004,-93.0964943,18,187865910,45683
210005,44.94606199999999,-93.096851,19,187865914,45685
210005,44.9460884,-93.0971839,20,498645316,7688
210005,44.9461092,-93.0974011,21,187865915,45687
210005,44.94632840000001,-93.0996457,22,519336968,100784
210005,44.9463936,-93.10035740000001,23,519336966,100782
210005,44.9464276,-93.1006816,24,187865920,45688
210005,44.9465966,-93.1023332,25,187850835,37609
210005,44.94646070000001,-93.1024561,26,772371528,19077
210005,44.94569849999999,-93.10346159999999,27,2095737153,38696
210005,44.9454642,-93.1037683,28,517223164,91685
210005,44.9457119,-93.1038561,29,2095737154,38698
210005,44.94631029999999,-93.1040453,30,1003350977,138152
210005,44.9469907,-93.1042683,31,517223490,91825
210005,44.948215600000005,-93.1054337,32,557023114,71086
210005,44.9490811,-93.10710759999999,33,695049795,133190
210005,44.94918729999999,-93.1072998,34,695049792,133187
210005,44.949081899999996,-93.1073928,35,695049793,133188
210005,44.948194799999996,-93.1080099,36,695049785,133183
210005,44.94739349999998,-93.1080813,37,695049777,133179
210005,44.946806,-93.1080046,38,695049772,133177
210005,44.9465305,-93.10811590000002,39,187863239,44298
210005,44.946541499999995,-93.1095917,40,187912915,67125
210005,44.94656289999999,-93.1119521,41,187916219,68417
210005,44.946564,-93.11340600000001,42,187928466,72311
210005,44.946560700000006,-93.114766,43,187939803,75802
210005,44.94656639999999,-93.116107,44,187866514,46083
210005,44.9465822,-93.1186734,45,187939782,75783
210005,44.9465766,-93.12128790000001,46,187927163,71964
210005,44.94657769999999,-93.1237475,47,187925274,71456
210005,44.9465805,-93.1262878,48,187863051,44190
210005,44.94658900000001,-93.1288279,49,187898278,61464
210005,44.94658870000001,-93.1313628,50,187939784,75786
210005,44.946597600000004,-93.13319279999999,51,187936894,74898
210005,44.94659109999999,-93.1348132,52,187933526,73817
210005,44.9466006,-93.1364476,53,187877708,51814
210005,44.946599000000006,-93.139005,54,187939785,75787
210005,44.946606,-93.141542,55,187937706,75122
210005,44.946612,-93.1441,56,187939786,75788
210005,44.946625299999994,-93.1465678,57,689781426,123002
700003,44.93417159999999,-93.14403670000002,55,187936294,74731
700003,44.93417120000001,-93.1429628,56,187936293,74730
700003,44.93416660000001,-93.1414948,57,187888280,56476
700003,44.93416100000001,-93.1389375,58,187890295,57392
700003,44.93414969999999,-93.1377605,59,187936292,74729
700003,44.9341437,-93.136794,60,3071141458,137736
700003,44.9341122,-93.13640529999999,61,3071141453,137734
700003,44.9341383,-93.1360225,62,3071141455,137735
700003,44.9341391,-93.13385699999999,63,187883263,54358
700003,44.9346911,-93.13385799999999,64,187883261,54357
700003,44.9346891,-93.131314,65,187868023,46899
700003,44.9344298,-93.131321,66,187868000,46886
700003,44.9346891,-93.131314,67,187868023,46899
700003,44.93480110000001,-93.131313,68,187868022,46898
700003,44.93538509999999,-93.128862,69,187904348,63864
700003,44.93446790000001,-93.1282446,70,187885429,55109
700003,44.934115500000004,-93.128425,71,689781452,123015
700003,44.9341153,-93.12924340000001,72,187892085,58399
700003,44.934115500000004,-93.128425,73,689781452,123015
700003,44.9341066,-93.12568990000001,74,187851038,37734
700003,44.9341171,-93.124424,75,187854423,39365
700003,44.934124,-93.12319509999999,76,187887085,55799
700003,44.934127000000004,-93.1220061,77,187934582,74241
700003,44.9341257,-93.12109509999999,78,187922605,70541
700003,44.93412659999999,-93.1207979,79,187922596,70537
700003,44.934134,-93.119812,80,187862796,44062
700003,44.93503249999999,-93.1198221,81,187862795,44061
700003,44.9350375,-93.1185481,82,187910572,66305
700003,44.9350427,-93.1159834,83,187910571,66302
700003,44.9341287,-93.11733079999999,84,187918029,68940
700003,44.9350427,-93.1159834,85,187910571,66302
700003,44.934739799999996,-93.11597890000002,86,187910567,66300
700003,44.934730200000004,-93.1140962,87,187910565,66301
700003,44.9355125,-93.11410500000001,88,187888759,56719
700003,44.93629920000002,-93.1141324,89,187917979,68932
700003,44.93740220000001,-93.11252420000001,90,187879008,52542
700003,44.9370839,-93.1125235,91,187879009,52543
700003,44.93740220000001,-93.11252420000001,92,187879008,52542
700003,44.93784809999999,-93.1118698,93,187890167,57348
700003,44.93838279999999,-93.1110683,94,187917977,68931
700003,44.9389787,-93.11018829999999,95,187885356,55079
700003,44.939546899999996,-93.1093688,96,187890778,57601
700003,44.940142200000004,-93.108494,97,187887542,56006
700003,44.94067799999999,-93.1077085,98,187917975,68930
700003,44.941302399999984,-93.1067862,99,187879146,52618
700003,44.9416567,-93.1063054,100,187917971,68929
